--------- beginning of kernel
06-14 14:28:42.935    21    21 I CAM_INFO: CAM-SMMU: cam_smmu_map_user_iova: 3257 fd=927 already in list [21:28:42:999] cb=ife idx=0 handle=18388 len=471040,give same addr back
06-14 14:28:42.935    21    21 I CAM_INFO: CAM-SMMU: cam_smmu_map_user_iova: 3257 fd=928 already in list [21:28:42:999] cb=ife idx=0 handle=18388 len=495616,give same addr back
06-14 14:28:42.940     0     0 I CAM_INFO: CAM-CRM: cam_req_mgr_link_v3: 4951 link reserved 0000000000000000 0 trigger_type:1 num_devs:2 sess_hdl:14352916 no_crm:4
06-14 14:28:42.941     0     0 I CAM_INFO: CAM-ISP: cam_ife_hw_mgr_print_acquire_info: 2027 21:28:43.5 Acquired Single IFE[1] with [9 pix] [0 pd] [0 rdi] ports for ctx:12 per_port_enabled :0 sensor:-559038737 ul: 0
06-14 14:28:42.941     0     0 I CAM_INFO: CAM-ISP: __cam_isp_ctx_acquire_hw_v2: 9792 NO CRM session,top state machine assigned for no crm ctx 12
06-14 14:28:42.945     0     0 I CAM_INFO: CAM-ISP: __cam_isp_ctx_start_dev_in_ready: 10826 Start IFE device ctx 12 with irq state machine [Activated State Machine IRQ] in initial SubState [SOF] UL_path 0
06-14 14:28:42.946     0     0 I CAM_INFO: CAM-SENSOR: cam_sensor_driver_cmd: 1352 21:28:43.10 CAM_START_DEV[5] Success for imx471 sensor_id:0x471,sensor_slave_addr:0x34
06-14 14:28:42.946     0     0 I CAM_INFO: CAM-CRM: cam_req_mgr_link_v3: 4951 link reserved 0000000000000000 0 trigger_type:1 num_devs:2 sess_hdl:14352916 no_crm:4
06-14 14:28:42.946     0     0 I CAM_INFO: CAM-ISP: cam_ife_hw_mgr_print_acquire_info: 2027 21:28:43.10 Acquired Single IFE[0] with [9 pix] [0 pd] [0 rdi] ports for ctx:13 per_port_enabled :0 sensor:-559038737 ul: 0
06-14 14:28:42.946     0     0 I CAM_INFO: CAM-ISP: __cam_isp_ctx_acquire_hw_v2: 9792 NO CRM session,top state machine assigned for no crm ctx 13
06-14 14:28:42.950     0     0 I CAM_INFO: CAM-ISP: __cam_isp_ctx_start_dev_in_ready: 10826 Start IFE device ctx 13 with irq state machine [Activated State Machine IRQ] in initial SubState [SOF] UL_path 0
06-14 14:28:42.950     0     0 I CAM_INFO: CAM-SENSOR: cam_sensor_driver_cmd: 1352 21:28:43.14 CAM_START_DEV[4] Success for imx471 sensor_id:0x471,sensor_slave_addr:0x34
06-14 14:28:44.237     0     0 I CAM_INFO: CAM-ISP: __cam_isp_ctx_flush_req_in_top_state: 6201 Last request id to flush is 63, ctx_id:12
06-14 14:28:44.237     0     0 I CAM_INFO: CAM-ISP: __cam_isp_ctx_flush_req_in_top_state: 6223 Stop HW complete. Reset HW next.
06-14 14:28:44.237     0     0 I CAM_INFO: CAM-ISP: __cam_isp_ctx_flush_req_in_top_state: 6201 Last request id to flush is 63, ctx_id:13
06-14 14:28:44.237     0     0 I CAM_INFO: CAM-ISP: __cam_isp_ctx_flush_req_in_top_state: 6223 Stop HW complete. Reset HW next.
06-14 14:28:44.237     0     0 I CAM_WARN: CAM-CORE: cam_context_handle_flush_dev: 547 No flush device in dev 9437463, state 4
06-14 14:28:44.237     0     0 I CAM_WARN: CAM-CORE: cam_context_handle_flush_dev: 547 No flush device in dev 14287131, state 4
06-14 14:28:44.267     0     0 I CAM_WARN: CAM-CORE: cam_context_handle_flush_dev: 547 No flush device in dev 9437463, state 4
06-14 14:28:44.267     0     0 I CAM_WARN: CAM-CORE: cam_context_handle_flush_dev: 547 No flush device in dev 14287131, state 4
06-14 14:28:44.267     0     0 I CAM_WARN: CAM-CORE: cam_context_handle_flush_dev: 547 No flush device in dev 9437463, state 4
06-14 14:28:44.267     0     0 I CAM_WARN: CAM-CORE: cam_context_handle_flush_dev: 547 No flush device in dev 14287131, state 4
06-14 14:28:44.269     0     0 I CAM_INFO: CAM-SENSOR: cam_sensor_driver_cmd: 1391 21:28:44.334 CAM_STOP_DEV Success for imx471 sensor_id:0x471,sensor_slave_addr:0x34
06-14 14:28:44.270     0     0 I CAM_INFO: CAM-ISP: cam_ife_mgr_release_hw: 11425 21:28:44.334 Release HW success ctx id: 12
06-14 14:28:44.272     0     0 I CAM_INFO: CAM-SENSOR: cam_sensor_driver_cmd: 1391 21:28:44.336 CAM_STOP_DEV Success for imx471 sensor_id:0x471,sensor_slave_addr:0x34
06-14 14:28:44.272     0     0 I CAM_INFO: CAM-ISP: cam_ife_mgr_release_hw: 11425 21:28:44.336 Release HW success ctx id: 13
06-14 14:28:44.275     0     0 I CAM_INFO: CAM-SENSOR: cam_sensor_driver_cmd: 1270 CAM_RELEASE_DEV Success for imx471 sensor_id:0x471, slave_addr:0x34
06-14 14:28:44.293     0     0 I CAM_INFO: CAM-SENSOR: cam_sensor_driver_cmd: 1270 CAM_RELEASE_DEV Success for imx471 sensor_id:0x471, slave_addr:0x34
06-14 14:28:48.789     0     0 W healthd : battery l=96 v=4212 t=35.0 h=2 st=3 c=-677873 fc=4411000 cc=102 chg=u
06-14 14:28:58.799     0     0 W healthd : battery l=96 v=4219 t=35.0 h=2 st=3 c=-579726 fc=4411000 cc=102 chg=u
06-14 14:29:04.275     0     0 I CAM_INFO: CAM-SENSOR: cam_sensor_driver_cmd: 1211 CAM_ACQUIRE_DEV Success for imx471 id:0x471,slave-addr:0x34 crm:[0]
06-14 14:29:04.279    21    21 I CAM_INFO: CAM-SMMU: cam_smmu_map_user_iova: 3257 fd=857 already in list [21:29:4:343] cb=ife idx=0 handle=18388 len=573440,give same addr back
06-14 14:29:04.279    21    21 I CAM_INFO: CAM-SMMU: cam_smmu_map_user_iova: 3257 fd=858 already in list [21:29:4:343] cb=ife idx=0 handle=18388 len=471040,give same addr back
06-14 14:29:04.279    21    21 I CAM_INFO: CAM-SMMU: cam_smmu_map_user_iova: 3257 fd=859 already in list [21:29:4:344] cb=ife idx=0 handle=18388 len=495616,give same addr back
06-14 14:29:04.292     0     0 I CAM_INFO: CAM-SENSOR: cam_sensor_driver_cmd: 1211 CAM_ACQUIRE_DEV Success for imx471 id:0x471,slave-addr:0x34 crm:[0]
06-14 14:29:04.297    21    21 I CAM_INFO: CAM-SMMU: cam_smmu_map_user_iova: 3257 fd=926 already in list [21:29:4:361] cb=ife idx=0 handle=18388 len=573440,give same addr back
06-14 14:29:04.297    21    21 I CAM_INFO: CAM-SMMU: cam_smmu_map_user_iova: 3257 fd=927 already in list [21:29:4:361] cb=ife idx=0 handle=18388 len=471040,give same addr back
06-14 14:29:04.297    21    21 I CAM_INFO: CAM-SMMU: cam_smmu_map_user_iova: 3257 fd=928 already in list [21:29:4:361] cb=ife idx=0 handle=18388 len=495616,give same addr back
06-14 14:29:04.304     0     0 I CAM_INFO: CAM-CRM: cam_req_mgr_link_v3: 4951 link reserved 0000000000000000 0 trigger_type:1 num_devs:2 sess_hdl:16384532 no_crm:4
06-14 14:29:04.304     0     0 I CAM_INFO: CAM-ISP: cam_ife_hw_mgr_print_acquire_info: 2027 21:29:4.368 Acquired Single IFE[1] with [9 pix] [0 pd] [0 rdi] ports for ctx:10 per_port_enabled :0 sensor:-559038737 ul: 0
06-14 14:29:04.304     0     0 I CAM_INFO: CAM-ISP: __cam_isp_ctx_acquire_hw_v2: 9792 NO CRM session,top state machine assigned for no crm ctx 10
06-14 14:29:04.307     0     0 I CAM_INFO: CAM-ISP: __cam_isp_ctx_start_dev_in_ready: 10826 Start IFE device ctx 10 with irq state machine [Activated State Machine IRQ] in initial SubState [SOF] UL_path 0
06-14 14:29:04.308     0     0 I CAM_INFO: CAM-SENSOR: cam_sensor_driver_cmd: 1352 21:29:4.372 CAM_START_DEV[5] Success for imx471 sensor_id:0x471,sensor_slave_addr:0x34
06-14 14:29:04.308     0     0 I CAM_INFO: CAM-CRM: cam_req_mgr_link_v3: 4951 link reserved 0000000000000000 0 trigger_type:1 num_devs:2 sess_hdl:16384532 no_crm:4
06-14 14:29:04.308     0     0 I CAM_INFO: CAM-ISP: cam_ife_hw_mgr_print_acquire_info: 2027 21:29:4.372 Acquired Single IFE[0] with [9 pix] [0 pd] [0 rdi] ports for ctx:11 per_port_enabled :0 sensor:-559038737 ul: 0
06-14 14:29:04.308     0     0 I CAM_INFO: CAM-ISP: __cam_isp_ctx_acquire_hw_v2: 9792 NO CRM session,top state machine assigned for no crm ctx 11
06-14 14:29:04.312     0     0 I CAM_INFO: CAM-ISP: __cam_isp_ctx_start_dev_in_ready: 10826 Start IFE device ctx 11 with irq state machine [Activated State Machine IRQ] in initial SubState [SOF] UL_path 0
06-14 14:29:04.312     0     0 I CAM_INFO: CAM-SENSOR: cam_sensor_driver_cmd: 1352 21:29:4.376 CAM_START_DEV[4] Success for imx471 sensor_id:0x471,sensor_slave_addr:0x34
06-14 14:29:05.597     0     0 I CAM_INFO: CAM-ISP: __cam_isp_ctx_flush_req_in_top_state: 6201 Last request id to flush is 63, ctx_id:10
06-14 14:29:05.598     0     0 I CAM_INFO: CAM-ISP: __cam_isp_ctx_flush_req_in_top_state: 6223 Stop HW complete. Reset HW next.
06-14 14:29:05.598     0     0 I CAM_INFO: CAM-ISP: __cam_isp_ctx_flush_req_in_top_state: 6201 Last request id to flush is 63, ctx_id:11
06-14 14:29:05.598     0     0 I CAM_INFO: CAM-ISP: __cam_isp_ctx_flush_req_in_top_state: 6223 Stop HW complete. Reset HW next.
06-14 14:29:05.599     0     0 I CAM_WARN: CAM-CORE: cam_context_handle_flush_dev: 547 No flush device in dev 13173015, state 4
06-14 14:29:05.599     0     0 I CAM_WARN: CAM-CORE: cam_context_handle_flush_dev: 547 No flush device in dev 12386587, state 4
06-14 14:29:05.628     0     0 I CAM_WARN: CAM-CORE: cam_context_handle_flush_dev: 547 No flush device in dev 13173015, state 4
06-14 14:29:05.628     0     0 I CAM_WARN: CAM-CORE: cam_context_handle_flush_dev: 547 No flush device in dev 12386587, state 4
06-14 14:29:05.628     0     0 I CAM_WARN: CAM-CORE: cam_context_handle_flush_dev: 547 No flush device in dev 13173015, state 4
06-14 14:29:05.628     0     0 I CAM_WARN: CAM-CORE: cam_context_handle_flush_dev: 547 No flush device in dev 12386587, state 4
06-14 14:29:05.630     0     0 I CAM_INFO: CAM-SENSOR: cam_sensor_driver_cmd: 1391 21:29:5.694 CAM_STOP_DEV Success for imx471 sensor_id:0x471,sensor_slave_addr:0x34
06-14 14:29:05.630     0     0 I CAM_INFO: CAM-ISP: cam_ife_mgr_release_hw: 11425 21:29:5.694 Release HW success ctx id: 10
06-14 14:29:05.632     0     0 I CAM_INFO: CAM-SENSOR: cam_sensor_driver_cmd: 1391 21:29:5.696 CAM_STOP_DEV Success for imx471 sensor_id:0x471,sensor_slave_addr:0x34
06-14 14:29:05.632     0     0 I CAM_INFO: CAM-ISP: cam_ife_mgr_release_hw: 11425 21:29:5.696 Release HW success ctx id: 11
06-14 14:29:05.635     0     0 I CAM_INFO: CAM-SENSOR: cam_sensor_driver_cmd: 1270 CAM_RELEASE_DEV Success for imx471 sensor_id:0x471, slave_addr:0x34
